"","user_id","age","item_id","rating","item_mean_rating","user_age_band_item_mean_rating","user_gender_item_mean_rating","item_imdb_rating_of_ten","item_imdb_count_ratings","item_imdb_length","item_imdb_staff_votes","item_imdb_staff_average","item_imdb_top_1000_voters_votes","item_imdb_top_1000_voters_average","user_gender_item_imdb_mean_rating","user_gender_item_imdb_votes","user_age_band_item_imdb_votes","user_age_band_item_imdb_mean_rating","user_gender_age_band_item_imdb_votes","user_gender_age_band_item_imdb_mean_rating","zipcode_mean_rating","occupation_mean_rating"
"item_imdb_staff_votes",0.00785340224488833,-0.0140168183946684,-0.448560504998945,0.230151364026106,0.516574643271065,0.472691167394759,0.49195748051421,0.648106434789439,0.954169562404536,0.264569064040928,1,0.560155443016609,0.77370498400587,0.705819292049758,0.639897740608119,0.842034906212487,0.86548944148094,0.639062597940301,0.770615906880399,0.625896562248307,0.233576875173399,0.38140622946735
"item_imdb_staff_average",0.0022630617515343,0.0810576538563914,-0.304517481637118,0.320016567364488,0.717241249602634,0.656966558870004,0.68304990650331,0.778124485185527,0.490375658485388,0.228594846811537,0.560155443016609,1,0.49464455639641,0.784965703510801,0.766933246117747,0.434919834276982,0.442219272688831,0.76103635872009,0.395577911927199,0.745858751708589,0.324775687009937,0.529671738444679
"item_imdb_top_1000_voters_votes",0.0122733797359031,-0.016705132660572,-0.516279560812847,0.206813053803428,0.464708430729029,0.424894279344144,0.442758478595791,0.574909491059811,0.69451807811474,0.311264562768066,0.77370498400587,0.49464455639641,1,0.685874188805811,0.565906346583264,0.620720835302492,0.628347608956501,0.561855384866042,0.56169188634143,0.548247285180174,0.209921075767147,0.34307191468266
"item_imdb_top_1000_voters_average",0.00497834999716509,0.0993012537700853,-0.423698967026649,0.37736602336693,0.84606899101717,0.774995881606452,0.805782915648374,0.95928726836026,0.647758663375763,0.326605244898396,0.705819292049758,0.784965703510801,0.685874188805811,1,0.946927263786336,0.578810691718625,0.585364555966725,0.938924748723153,0.526410388081791,0.920919763777513,0.38299276951375,0.624787776330638
"user_gender_item_imdb_mean_rating",0.00693451860189004,0.095601600764119,-0.390751939441078,0.39062197550668,0.853196756843389,0.782038992261883,0.834125224585364,0.986182365019648,0.595900179389942,0.321282628896972,0.639897740608119,0.766933246117747,0.565906346583264,0.946927263786336,1,0.543918013162727,0.539836525204626,0.964980530677235,0.496419564766244,0.972417210306874,0.396382735656394,0.63350784334976
"user_gender_item_imdb_votes",0.00508043853599158,-0.0110386877457494,-0.35634901585363,0.192204616546409,0.407934855583226,0.374324555086874,0.410785878651641,0.535796883377423,0.884305063112201,0.271023408255621,0.842034906212487,0.434919834276982,0.620720835302492,0.578810691718625,0.543918013162727,1,0.803038888727581,0.529786239063468,0.913838572013465,0.533929834419992,0.195673388537153,0.312119124784811
"user_age_band_item_imdb_votes",0.0136859929893856,-0.0858377980575013,-0.36317204975847,0.186421413965738,0.414043083033571,0.382873567935161,0.394102131711336,0.545491408594637,0.908883491020209,0.258375724938884,0.86548944148094,0.442219272688831,0.628347608956501,0.585364555966725,0.539836525204626,0.803038888727581,1,0.544048006603551,0.891113055134803,0.533828503262958,0.190000638077729,0.30785841246633
"user_age_band_item_imdb_mean_rating",0.00997021477099741,0.0426472649490525,-0.383005252965164,0.376932297673088,0.839907953564299,0.77377280040136,0.799480630566126,0.977586652387284,0.596021738559289,0.320620844219601,0.639062597940301,0.76103635872009,0.561855384866042,0.938924748723153,0.964980530677235,0.529786239063468,0.544048006603551,1,0.487295522679288,0.979447869798979,0.382310469440009,0.62323515464819
"user_gender_age_band_item_imdb_votes",0.0177481240689724,-0.0753133961751336,-0.324406483317059,0.172990757056374,0.369407447684064,0.342239665101877,0.371934002028442,0.488581178088947,0.81161670045451,0.240022107878304,0.770615906880399,0.395577911927199,0.56169188634143,0.526410388081791,0.496419564766244,0.913838572013465,0.891113055134803,0.487295522679288,1,0.492075231370926,0.17694347288512,0.284019249425332
"user_gender_age_band_item_imdb_mean_rating",0.013596619726242,0.0496927672683771,-0.37406380815975,0.381348687459367,0.82720555934274,0.763266296891571,0.808712413886454,0.960087526374677,0.584305023962658,0.313987116492582,0.625896562248307,0.745858751708589,0.548247285180174,0.920919763777513,0.972417210306874,0.533929834419992,0.533828503262958,0.979447869798979,0.492075231370926,1,0.386673235043942,0.617464611568722
"zipcode_mean_rating",-0.0104848116747104,0.0495250113291562,-0.171328906319664,0.985408184428697,0.452679894838851,0.492276310650096,0.474644489685545,0.390494872192003,0.209689561620685,0.131387903078725,0.233576875173399,0.324775687009937,0.209921075767147,0.38299276951375,0.396382735656394,0.195673388537153,0.190000638077729,0.382310469440009,0.17694347288512,0.386673235043942,1,0.607514297538327
"occupation_mean_rating",-0.00131263131460072,0.0738793157571438,-0.279420366222342,0.603802693965488,0.738403696555163,0.734865942184399,0.734317592183192,0.636881597977763,0.342387760161838,0.214523657314964,0.38140622946735,0.529671738444679,0.34307191468266,0.624787776330638,0.63350784334976,0.312119124784811,0.30785841246633,0.62323515464819,0.284019249425332,0.617464611568722,0.607514297538327,1
